country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
JP,Japan,Shimane,,2020-02-18,-6,-3,-13,-2,-1,2
JP,Japan,Shimane,,2020-02-19,3,4,8,4,1,-1
JP,Japan,Shimane,,2020-02-20,6,3,16,6,1,0
JP,Japan,Shimane,,2020-02-21,1,2,10,5,1,0
JP,Japan,Shimane,,2020-02-22,-1,3,-15,3,-1,1
JP,Japan,Shimane,,2020-02-23,6,5,39,21,1,-1
JP,Japan,Shimane,,2020-02-24,18,2,83,13,-52,13
JP,Japan,Shimane,,2020-02-25,1,8,5,8,1,0
JP,Japan,Shimane,,2020-02-26,2,7,1,2,2,0
JP,Japan,Shimane,,2020-02-27,3,6,6,2,2,0
JP,Japan,Shimane,,2020-02-28,0,9,2,-9,2,1
JP,Japan,Shimane,,2020-02-29,-4,10,-28,-20,9,2
JP,Japan,Shimane,,2020-03-01,-2,8,6,-14,6,2
JP,Japan,Shimane,,2020-03-02,-3,6,-4,-13,1,2
JP,Japan,Shimane,,2020-03-03,1,7,12,-8,0,2
JP,Japan,Shimane,,2020-03-04,-3,2,-7,-12,0,2
JP,Japan,Shimane,,2020-03-05,-2,7,-9,-14,0,2
JP,Japan,Shimane,,2020-03-06,-3,4,11,-14,-1,3
JP,Japan,Shimane,,2020-03-07,-7,2,-10,-13,3,3
JP,Japan,Shimane,,2020-03-08,-5,3,-10,-16,2,3
JP,Japan,Shimane,,2020-03-09,-3,2,24,-5,0,2
JP,Japan,Shimane,,2020-03-10,-3,0,-11,-12,-1,3
JP,Japan,Shimane,,2020-03-11,2,2,6,-6,0,2
JP,Japan,Shimane,,2020-03-12,4,5,29,-2,0,1
JP,Japan,Shimane,,2020-03-13,2,4,10,-9,0,2
JP,Japan,Shimane,,2020-03-14,-1,5,-25,-13,-5,4
JP,Japan,Shimane,,2020-03-15,-3,6,-8,-12,0,3
JP,Japan,Shimane,,2020-03-16,-4,4,0,-11,0,2
JP,Japan,Shimane,,2020-03-17,2,4,15,-4,0,1
JP,Japan,Shimane,,2020-03-18,4,4,32,-2,0,1
JP,Japan,Shimane,,2020-03-19,12,6,32,3,-1,0
JP,Japan,Shimane,,2020-03-20,22,10,65,4,-49,15
JP,Japan,Shimane,,2020-03-21,2,6,42,13,-2,2
JP,Japan,Shimane,,2020-03-22,-3,2,10,-3,2,2
JP,Japan,Shimane,,2020-03-23,0,2,34,-1,1,1
JP,Japan,Shimane,,2020-03-24,5,4,32,0,0,1
JP,Japan,Shimane,,2020-03-25,9,11,45,3,-1,0
JP,Japan,Shimane,,2020-03-26,10,10,41,0,-2,1
JP,Japan,Shimane,,2020-03-27,0,2,-15,-14,-3,4
JP,Japan,Shimane,,2020-03-28,0,4,-14,-12,-2,3
JP,Japan,Shimane,,2020-03-29,1,6,45,4,5,1
JP,Japan,Shimane,,2020-03-30,5,4,51,-3,-3,2
JP,Japan,Shimane,,2020-03-31,4,8,53,-3,-4,2
JP,Japan,Shimane,,2020-04-01,-6,-1,-13,-19,-5,4
JP,Japan,Shimane,,2020-04-02,2,6,42,-6,-5,2
JP,Japan,Shimane,,2020-04-03,-2,6,54,-12,-6,3
JP,Japan,Shimane,,2020-04-04,-4,7,49,-4,-4,3
JP,Japan,Shimane,,2020-04-05,-4,13,53,-5,-3,3
JP,Japan,Shimane,,2020-04-06,-2,9,45,-6,-5,3
JP,Japan,Shimane,,2020-04-07,1,6,37,-10,-5,3
JP,Japan,Shimane,,2020-04-08,-4,3,22,-12,-4,2
JP,Japan,Shimane,,2020-04-09,1,6,26,-13,-10,4
JP,Japan,Shimane,,2020-04-10,-11,8,3,-20,-5,5
JP,Japan,Shimane,,2020-04-11,-21,7,-4,-31,-16,8
JP,Japan,Shimane,,2020-04-12,-33,-8,-57,-50,-11,10
JP,Japan,Shimane,,2020-04-13,-27,-7,-35,-34,-7,8
JP,Japan,Shimane,,2020-04-14,-13,4,14,-19,-7,5
JP,Japan,Shimane,,2020-04-15,-10,12,14,-19,-8,5
JP,Japan,Shimane,,2020-04-16,-15,8,6,-21,-9,6
JP,Japan,Shimane,,2020-04-17,-20,6,-11,-32,-8,8
JP,Japan,Shimane,,2020-04-18,-32,-2,-45,-48,-13,11
JP,Japan,Shimane,,2020-04-19,-35,-5,-20,-48,-15,10
JP,Japan,Shimane,,2020-04-20,-23,-1,-9,-33,-9,8
JP,Japan,Shimane,,2020-04-21,-21,0,9,-32,-11,8
JP,Japan,Shimane,,2020-04-22,-25,-3,-9,-37,-12,9
JP,Japan,Shimane,,2020-04-23,-25,-3,-19,-37,-13,10
JP,Japan,Shimane,,2020-04-24,-25,0,-13,-40,-14,10
JP,Japan,Shimane,,2020-04-25,-31,1,-15,-46,-20,11
JP,Japan,Shimane,,2020-04-26,-37,-5,-22,-53,-17,10
JP,Japan,Shizuoka,,2020-02-15,-1,6,16,2,4,0
JP,Japan,Shizuoka,,2020-02-16,-10,-8,-45,-11,-2,3
JP,Japan,Shizuoka,,2020-02-17,1,0,9,6,1,0
JP,Japan,Shizuoka,,2020-02-18,5,3,13,3,1,1
JP,Japan,Shizuoka,,2020-02-19,0,1,14,2,1,0
JP,Japan,Shizuoka,,2020-02-20,3,6,14,3,0,0
JP,Japan,Shizuoka,,2020-02-21,0,2,21,4,1,0
JP,Japan,Shizuoka,,2020-02-22,-5,1,-7,2,-2,2
JP,Japan,Shizuoka,,2020-02-23,7,10,48,21,-1,0
JP,Japan,Shizuoka,,2020-02-24,28,3,76,6,-44,12
JP,Japan,Shizuoka,,2020-02-25,4,8,7,2,2,1
JP,Japan,Shizuoka,,2020-02-26,-3,2,-10,-4,1,1
JP,Japan,Shizuoka,,2020-02-27,1,5,1,-4,1,1
JP,Japan,Shizuoka,,2020-02-28,0,13,1,-13,1,1
JP,Japan,Shizuoka,,2020-02-29,-8,12,-24,-29,3,4
JP,Japan,Shizuoka,,2020-03-01,-7,9,-2,-27,1,4
JP,Japan,Shizuoka,,2020-03-02,-5,2,-19,-19,-1,3
JP,Japan,Shizuoka,,2020-03-03,0,8,9,-18,0,3
JP,Japan,Shizuoka,,2020-03-04,-8,-3,-16,-21,-2,4
JP,Japan,Shizuoka,,2020-03-05,-2,4,0,-18,-3,3
JP,Japan,Shizuoka,,2020-03-06,-5,3,14,-20,-2,4
JP,Japan,Shizuoka,,2020-03-07,-8,5,4,-27,-3,4
JP,Japan,Shizuoka,,2020-03-08,-20,-13,-64,-40,-8,8
JP,Japan,Shizuoka,,2020-03-09,0,2,17,-16,-2,3
JP,Japan,Shizuoka,,2020-03-10,-6,-5,-34,-23,-3,6
JP,Japan,Shizuoka,,2020-03-11,1,3,10,-16,-2,3
JP,Japan,Shizuoka,,2020-03-12,3,5,20,-15,-3,3
JP,Japan,Shizuoka,,2020-03-13,-1,3,16,-18,-3,4
JP,Japan,Shizuoka,,2020-03-14,-12,-4,-50,-34,-7,7
JP,Japan,Shizuoka,,2020-03-15,-1,8,14,-20,-2,3
JP,Japan,Shizuoka,,2020-03-16,0,1,2,-15,-1,3
JP,Japan,Shizuoka,,2020-03-17,3,3,11,-15,-2,3
JP,Japan,Shizuoka,,2020-03-18,2,1,16,-14,-3,3
JP,Japan,Shizuoka,,2020-03-19,9,3,10,-8,-5,2
JP,Japan,Shizuoka,,2020-03-20,19,10,54,-13,-43,14
JP,Japan,Shizuoka,,2020-03-21,0,7,37,-10,-7,3
JP,Japan,Shizuoka,,2020-03-22,-3,4,23,-7,-2,2
JP,Japan,Shizuoka,,2020-03-23,1,-1,7,-11,-2,3
JP,Japan,Shizuoka,,2020-03-24,7,3,19,-12,-2,3
JP,Japan,Shizuoka,,2020-03-25,6,6,21,-10,-3,2
JP,Japan,Shizuoka,,2020-03-26,8,12,32,-9,-4,2
JP,Japan,Shizuoka,,2020-03-27,-5,0,-23,-19,-5,5
JP,Japan,Shizuoka,,2020-03-28,-8,5,-16,-31,-6,5
JP,Japan,Shizuoka,,2020-03-29,-17,-4,-47,-38,-6,7
JP,Japan,Shizuoka,,2020-03-30,-1,2,-4,-19,-5,4
JP,Japan,Shizuoka,,2020-03-31,1,6,-6,-21,-5,5
JP,Japan,Shizuoka,,2020-04-01,-15,-6,-38,-27,-8,6
JP,Japan,Shizuoka,,2020-04-02,-5,7,20,-22,-8,5
JP,Japan,Shizuoka,,2020-04-03,-11,5,26,-27,-8,6
JP,Japan,Shizuoka,,2020-04-04,-16,8,20,-38,-10,7
JP,Japan,Shizuoka,,2020-04-05,-18,6,16,-40,-10,7
JP,Japan,Shizuoka,,2020-04-06,-8,5,12,-25,-6,5
JP,Japan,Shizuoka,,2020-04-07,-6,6,15,-27,-10,6
JP,Japan,Shizuoka,,2020-04-08,-15,1,9,-29,-8,5
JP,Japan,Shizuoka,,2020-04-09,-15,3,9,-30,-8,6
JP,Japan,Shizuoka,,2020-04-10,-19,5,6,-36,-9,7
JP,Japan,Shizuoka,,2020-04-11,-26,5,0,-53,-18,10
JP,Japan,Shizuoka,,2020-04-12,-33,-4,-34,-60,-16,11
JP,Japan,Shizuoka,,2020-04-13,-30,-14,-50,-43,-11,10
JP,Japan,Shizuoka,,2020-04-14,-13,4,11,-36,-9,8
JP,Japan,Shizuoka,,2020-04-15,-15,6,12,-36,-10,7
JP,Japan,Shizuoka,,2020-04-16,-16,5,7,-36,-11,8
JP,Japan,Shizuoka,,2020-04-17,-21,3,-6,-44,-13,10
JP,Japan,Shizuoka,,2020-04-18,-46,-15,-63,-68,-24,16
JP,Japan,Shizuoka,,2020-04-19,-34,1,3,-57,-18,10
JP,Japan,Shizuoka,,2020-04-20,-30,-7,-41,-46,-14,11
JP,Japan,Shizuoka,,2020-04-21,-22,0,3,-43,-14,10
JP,Japan,Shizuoka,,2020-04-22,-28,-3,-7,-45,-15,10
JP,Japan,Shizuoka,,2020-04-23,-26,-2,-2,-44,-16,11
JP,Japan,Shizuoka,,2020-04-24,-29,1,-6,-49,-18,12
JP,Japan,Shizuoka,,2020-04-25,-39,0,-25,-61,-24,13
JP,Japan,Shizuoka,,2020-04-26,-43,-5,-29,-64,-24,12
JP,Japan,Tochigi,,2020-02-15,-2,2,2,-4,3,0
JP,Japan,Tochigi,,2020-02-16,-6,-3,-39,-10,0,2
JP,Japan,Tochigi,,2020-02-17,-2,-2,-11,2,0,1
JP,Japan,Tochigi,,2020-02-18,2,2,1,1,0,1
JP,Japan,Tochigi,,2020-02-19,2,2,10,-1,0,0
JP,Japan,Tochigi,,2020-02-20,3,3,0,-1,1,1
JP,Japan,Tochigi,,2020-02-21,-3,0,7,1,0,1
JP,Japan,Tochigi,,2020-02-22,-2,4,-1,2,1,1
JP,Japan,Tochigi,,2020-02-23,1,6,-1,14,1,0
JP,Japan,Tochigi,,2020-02-24,31,3,58,8,-49,13
JP,Japan,Tochigi,,2020-02-25,-2,6,-9,1,0,1
JP,Japan,Tochigi,,2020-02-26,-3,5,-5,-4,0,1
JP,Japan,Tochigi,,2020-02-27,0,7,-3,-6,1,1
JP,Japan,Tochigi,,2020-02-28,1,18,0,-13,1,2
JP,Japan,Tochigi,,2020-02-29,-8,12,-17,-27,5,3
JP,Japan,Tochigi,,2020-03-01,-10,10,0,-22,3,3
JP,Japan,Tochigi,,2020-03-02,-7,-1,-31,-21,-2,4
JP,Japan,Tochigi,,2020-03-03,-2,7,12,-16,-1,2
JP,Japan,Tochigi,,2020-03-04,-7,0,-15,-23,-2,4
JP,Japan,Tochigi,,2020-03-05,-3,2,-4,-20,-2,4
JP,Japan,Tochigi,,2020-03-06,-9,0,8,-21,-2,4
JP,Japan,Tochigi,,2020-03-07,-12,2,-9,-27,-1,5
JP,Japan,Tochigi,,2020-03-08,-14,-2,-36,-29,-3,6
JP,Japan,Tochigi,,2020-03-09,-6,1,15,-19,-2,3
JP,Japan,Tochigi,,2020-03-10,-9,-4,-33,-23,-5,5
JP,Japan,Tochigi,,2020-03-11,1,5,23,-16,-3,3
JP,Japan,Tochigi,,2020-03-12,1,6,23,-16,-2,3
JP,Japan,Tochigi,,2020-03-13,-3,3,17,-19,-3,4
JP,Japan,Tochigi,,2020-03-14,-14,-5,-54,-34,-6,7
JP,Japan,Tochigi,,2020-03-15,-6,6,13,-16,0,3
JP,Japan,Tochigi,,2020-03-16,-3,-1,2,-15,-2,3
JP,Japan,Tochigi,,2020-03-17,0,4,18,-13,-2,3
JP,Japan,Tochigi,,2020-03-18,1,3,28,-12,-2,2
JP,Japan,Tochigi,,2020-03-19,10,8,24,-4,-3,2
JP,Japan,Tochigi,,2020-03-20,19,7,40,-3,-48,16
JP,Japan,Tochigi,,2020-03-21,-2,7,40,-5,-6,3
JP,Japan,Tochigi,,2020-03-22,-5,5,29,1,-1,2
JP,Japan,Tochigi,,2020-03-23,-1,-1,19,-12,-2,3
JP,Japan,Tochigi,,2020-03-24,1,2,9,-10,-3,3
JP,Japan,Tochigi,,2020-03-25,5,7,40,-9,-4,2
JP,Japan,Tochigi,,2020-03-26,5,12,42,-10,-4,3
JP,Japan,Tochigi,,2020-03-27,-2,8,35,-16,-5,4
JP,Japan,Tochigi,,2020-03-28,-13,2,-11,-31,-4,6
JP,Japan,Tochigi,,2020-03-29,-33,-16,-61,-46,-9,10
JP,Japan,Tochigi,,2020-03-30,0,1,14,-20,-6,5
JP,Japan,Tochigi,,2020-03-31,-1,6,12,-20,-5,4
JP,Japan,Tochigi,,2020-04-01,-14,-1,-20,-29,-7,6
JP,Japan,Tochigi,,2020-04-02,-6,4,21,-24,-7,5
JP,Japan,Tochigi,,2020-04-03,-10,3,45,-28,-7,5
JP,Japan,Tochigi,,2020-04-04,-15,5,34,-36,-8,6
JP,Japan,Tochigi,,2020-04-05,-21,1,-11,-40,-8,7
JP,Japan,Tochigi,,2020-04-06,-8,2,20,-25,-7,5
JP,Japan,Tochigi,,2020-04-07,-6,6,26,-24,-9,5
JP,Japan,Tochigi,,2020-04-08,-13,2,25,-30,-9,6
JP,Japan,Tochigi,,2020-04-09,-14,-1,10,-35,-11,8
JP,Japan,Tochigi,,2020-04-10,-17,3,8,-40,-11,9
JP,Japan,Tochigi,,2020-04-11,-26,1,0,-50,-16,10
JP,Japan,Tochigi,,2020-04-12,-33,-4,-23,-54,-13,10
JP,Japan,Tochigi,,2020-04-13,-33,-17,-47,-48,-13,11
JP,Japan,Tochigi,,2020-04-14,-16,4,3,-39,-11,8
JP,Japan,Tochigi,,2020-04-15,-15,7,26,-39,-12,8
JP,Japan,Tochigi,,2020-04-16,-17,5,7,-41,-13,9
JP,Japan,Tochigi,,2020-04-17,-22,4,4,-46,-14,11
JP,Japan,Tochigi,,2020-04-18,-52,-26,-71,-70,-22,17
JP,Japan,Tochigi,,2020-04-19,-33,1,0,-52,-15,10
JP,Japan,Tochigi,,2020-04-20,-29,-8,-37,-50,-15,12
JP,Japan,Tochigi,,2020-04-21,-24,-1,11,-44,-16,10
JP,Japan,Tochigi,,2020-04-22,-28,-4,3,-47,-17,11
JP,Japan,Tochigi,,2020-04-23,-25,-2,11,-46,-17,12
JP,Japan,Tochigi,,2020-04-24,-31,-3,-5,-51,-18,14
JP,Japan,Tochigi,,2020-04-25,-36,-3,-12,-59,-21,13
JP,Japan,Tochigi,,2020-04-26,-40,-7,-10,-59,-20,12
JP,Japan,Tokushima,,2020-02-15,-2,4,0,1,4,0
JP,Japan,Tokushima,,2020-02-16,-3,-1,-17,-11,0,2
JP,Japan,Tokushima,,2020-02-17,-1,0,-8,-2,1,1
JP,Japan,Tokushima,,2020-02-18,0,2,8,-2,0,1
JP,Japan,Tokushima,,2020-02-19,-1,-1,8,4,-1,0
JP,Japan,Tokushima,,2020-02-20,1,5,1,6,1,0
JP,Japan,Tokushima,,2020-02-21,-3,-2,7,5,0,0
JP,Japan,Tokushima,,2020-02-22,-2,2,-7,7,-2,1
JP,Japan,Tokushima,,2020-02-23,5,3,35,20,0,-1
JP,Japan,Tokushima,,2020-02-24,27,4,61,17,-50,11
JP,Japan,Tokushima,,2020-02-25,2,5,19,5,1,1
JP,Japan,Tokushima,,2020-02-26,-3,3,1,2,0,1
JP,Japan,Tokushima,,2020-02-27,-4,5,-2,2,1,1
JP,Japan,Tokushima,,2020-02-28,-5,13,-3,-8,1,1
JP,Japan,Tokushima,,2020-02-29,-14,9,-43,-24,4,5
JP,Japan,Tokushima,,2020-03-01,-12,5,-1,-19,5,4
JP,Japan,Tokushima,,2020-03-02,-6,3,9,-15,0,3
JP,Japan,Tokushima,,2020-03-03,-4,7,14,-14,-2,3
JP,Japan,Tokushima,,2020-03-04,-12,-5,-32,-23,-5,5
JP,Japan,Tokushima,,2020-03-05,-7,3,-8,-15,-1,4
JP,Japan,Tokushima,,2020-03-06,-10,-2,7,-17,-2,4
JP,Japan,Tokushima,,2020-03-07,-12,1,-6,-20,-1,4
JP,Japan,Tokushima,,2020-03-08,-13,-2,-31,-31,-4,6
JP,Japan,Tokushima,,2020-03-09,-5,-1,16,-14,-1,3
JP,Japan,Tokushima,,2020-03-10,-4,2,-10,-17,-4,5
JP,Japan,Tokushima,,2020-03-11,-1,0,8,-14,-4,3
JP,Japan,Tokushima,,2020-03-12,-1,3,14,-6,-2,3
JP,Japan,Tokushima,,2020-03-13,-5,0,11,-16,-3,3
JP,Japan,Tokushima,,2020-03-14,-7,1,-27,-23,-7,5
JP,Japan,Tokushima,,2020-03-15,-6,3,15,-17,-1,3
JP,Japan,Tokushima,,2020-03-16,-4,-1,-3,-13,-2,3
JP,Japan,Tokushima,,2020-03-17,0,2,25,-9,-3,3
JP,Japan,Tokushima,,2020-03-18,0,0,18,-8,-4,3
JP,Japan,Tokushima,,2020-03-19,5,5,13,2,-2,1
JP,Japan,Tokushima,,2020-03-20,17,9,62,4,-50,13
JP,Japan,Tokushima,,2020-03-21,-5,3,37,1,-4,3
JP,Japan,Tokushima,,2020-03-22,-6,1,28,-2,-1,3
JP,Japan,Tokushima,,2020-03-23,1,2,18,-7,-2,2
JP,Japan,Tokushima,,2020-03-24,1,4,26,-1,-2,3
JP,Japan,Tokushima,,2020-03-25,4,3,24,-1,-4,2
JP,Japan,Tokushima,,2020-03-26,3,5,24,4,-4,2
JP,Japan,Tokushima,,2020-03-27,-4,0,-5,-15,-5,4
JP,Japan,Tokushima,,2020-03-28,-9,0,-32,-23,-5,6
JP,Japan,Tokushima,,2020-03-29,-4,3,27,-13,0,3
JP,Japan,Tokushima,,2020-03-30,0,3,12,-12,-4,3
JP,Japan,Tokushima,,2020-03-31,-2,5,28,-14,-5,4
JP,Japan,Tokushima,,2020-04-01,-15,-7,-35,-25,-9,6
JP,Japan,Tokushima,,2020-04-02,-7,5,25,-13,-7,4
JP,Japan,Tokushima,,2020-04-03,-11,2,30,-16,-7,4
JP,Japan,Tokushima,,2020-04-04,-14,6,46,-16,-6,5
JP,Japan,Tokushima,,2020-04-05,-13,6,51,-16,-5,5
JP,Japan,Tokushima,,2020-04-06,-9,2,32,-16,-6,4
JP,Japan,Tokushima,,2020-04-07,-7,4,39,-15,-7,4
JP,Japan,Tokushima,,2020-04-08,-11,0,20,-15,-8,4
JP,Japan,Tokushima,,2020-04-09,-11,1,20,-19,-10,5
JP,Japan,Tokushima,,2020-04-10,-14,2,7,-23,-6,5
JP,Japan,Tokushima,,2020-04-11,-18,6,13,-30,-11,7
JP,Japan,Tokushima,,2020-04-12,-30,-8,-60,-57,-12,10
JP,Japan,Tokushima,,2020-04-13,-21,-7,-35,-34,-9,8
JP,Japan,Tokushima,,2020-04-14,-13,4,19,-26,-8,6
JP,Japan,Tokushima,,2020-04-15,-11,6,15,-24,-8,5
JP,Japan,Tokushima,,2020-04-16,-14,4,13,-21,-8,6
JP,Japan,Tokushima,,2020-04-17,-19,2,-8,-34,-9,7
JP,Japan,Tokushima,,2020-04-18,-28,1,-22,-43,-11,10
JP,Japan,Tokushima,,2020-04-19,-28,0,10,-43,-10,8
JP,Japan,Tokushima,,2020-04-20,-20,0,-2,-31,-8,7
JP,Japan,Tokushima,,2020-04-21,-21,0,16,-34,-11,7
JP,Japan,Tokushima,,2020-04-22,-23,-3,-6,-36,-12,8
JP,Japan,Tokushima,,2020-04-23,-25,-1,-8,-35,-12,8
JP,Japan,Tokushima,,2020-04-24,-27,-1,-7,-40,-12,9
JP,Japan,Tokushima,,2020-04-25,-31,0,-9,-51,-15,10
JP,Japan,Tokushima,,2020-04-26,-34,-4,-6,-57,-14,10
JP,Japan,Tokyo,,2020-02-15,-2,5,9,1,4,1
JP,Japan,Tokyo,,2020-02-16,-13,-9,-37,-9,-1,3
JP,Japan,Tokyo,,2020-02-17,-4,3,-2,-1,1,0
JP,Japan,Tokyo,,2020-02-18,-2,3,3,-3,0,1
JP,Japan,Tokyo,,2020-02-19,-4,2,8,-5,-1,1
JP,Japan,Tokyo,,2020-02-20,-4,2,-1,-5,-1,1
JP,Japan,Tokyo,,2020-02-21,-4,2,0,-5,-2,2
JP,Japan,Tokyo,,2020-02-22,-9,0,-7,-5,-1,2
JP,Japan,Tokyo,,2020-02-23,-3,3,14,-5,-1,0
JP,Japan,Tokyo,,2020-02-24,-5,-1,31,-40,-66,19
JP,Japan,Tokyo,,2020-02-25,-6,5,-5,-5,-1,1
JP,Japan,Tokyo,,2020-02-26,-11,1,-15,-8,-1,2
JP,Japan,Tokyo,,2020-02-27,-8,5,-9,-10,-2,3
JP,Japan,Tokyo,,2020-02-28,-9,15,-6,-12,-1,4
JP,Japan,Tokyo,,2020-02-29,-13,11,-8,-19,1,5
JP,Japan,Tokyo,,2020-03-01,-15,10,12,-25,-1,4
JP,Japan,Tokyo,,2020-03-02,-21,-5,-38,-16,-5,6
JP,Japan,Tokyo,,2020-03-03,-8,10,11,-16,-6,5
JP,Japan,Tokyo,,2020-03-04,-20,-4,-26,-20,-8,7
JP,Japan,Tokyo,,2020-03-05,-14,2,-10,-18,-7,7
JP,Japan,Tokyo,,2020-03-06,-14,4,1,-20,-8,7
JP,Japan,Tokyo,,2020-03-07,-18,2,-16,-25,-6,6
JP,Japan,Tokyo,,2020-03-08,-26,-9,-54,-34,-8,7
JP,Japan,Tokyo,,2020-03-09,-13,4,6,-17,-6,5
JP,Japan,Tokyo,,2020-03-10,-20,-10,-36,-19,-10,8
JP,Japan,Tokyo,,2020-03-11,-9,6,18,-18,-8,5
JP,Japan,Tokyo,,2020-03-12,-10,4,9,-18,-8,6
JP,Japan,Tokyo,,2020-03-13,-10,5,8,-19,-8,7
JP,Japan,Tokyo,,2020-03-14,-29,-17,-58,-30,-11,9
JP,Japan,Tokyo,,2020-03-15,-10,10,16,-24,-3,4
JP,Japan,Tokyo,,2020-03-16,-13,0,-8,-16,-5,5
JP,Japan,Tokyo,,2020-03-17,-9,4,6,-17,-7,5
JP,Japan,Tokyo,,2020-03-18,-9,4,21,-15,-7,5
JP,Japan,Tokyo,,2020-03-19,-3,4,14,-13,-8,4
JP,Japan,Tokyo,,2020-03-20,-15,2,37,-44,-66,22
JP,Japan,Tokyo,,2020-03-21,-13,4,38,-21,-10,4
JP,Japan,Tokyo,,2020-03-22,-13,4,51,-21,-5,2
JP,Japan,Tokyo,,2020-03-23,-13,0,2,-15,-6,5
JP,Japan,Tokyo,,2020-03-24,-8,3,12,-16,-9,6
JP,Japan,Tokyo,,2020-03-25,-6,14,37,-14,-8,4
JP,Japan,Tokyo,,2020-03-26,-10,25,26,-17,-10,6
JP,Japan,Tokyo,,2020-03-27,-20,13,4,-25,-15,10
JP,Japan,Tokyo,,2020-03-28,-46,-6,-31,-46,-19,13
JP,Japan,Tokyo,,2020-03-29,-63,-32,-66,-59,-27,14
JP,Japan,Tokyo,,2020-03-30,-24,9,-14,-27,-16,10
JP,Japan,Tokyo,,2020-03-31,-23,5,-10,-27,-16,10
JP,Japan,Tokyo,,2020-04-01,-38,-13,-44,-31,-20,13
JP,Japan,Tokyo,,2020-04-02,-28,7,-2,-32,-21,12
JP,Japan,Tokyo,,2020-04-03,-30,9,4,-33,-22,14
JP,Japan,Tokyo,,2020-04-04,-42,5,4,-48,-25,13
JP,Japan,Tokyo,,2020-04-05,-50,-4,-30,-58,-27,12
JP,Japan,Tokyo,,2020-04-06,-29,12,3,-32,-22,12
JP,Japan,Tokyo,,2020-04-07,-32,4,-3,-38,-27,15
JP,Japan,Tokyo,,2020-04-08,-45,-1,4,-46,-35,18
JP,Japan,Tokyo,,2020-04-09,-47,-3,-6,-49,-38,21
JP,Japan,Tokyo,,2020-04-10,-48,3,-10,-51,-39,23
JP,Japan,Tokyo,,2020-04-11,-52,1,-6,-59,-37,17
JP,Japan,Tokyo,,2020-04-12,-59,-10,-31,-66,-38,15
JP,Japan,Tokyo,,2020-04-13,-65,-34,-65,-56,-43,25
JP,Japan,Tokyo,,2020-04-14,-47,7,-2,-54,-44,23
JP,Japan,Tokyo,,2020-04-15,-49,5,11,-53,-45,23
JP,Japan,Tokyo,,2020-04-16,-52,-1,-8,-56,-46,24
JP,Japan,Tokyo,,2020-04-17,-53,7,-8,-57,-46,26
JP,Japan,Tokyo,,2020-04-18,-72,-30,-66,-70,-44,22
JP,Japan,Tokyo,,2020-04-19,-54,2,12,-61,-36,13
JP,Japan,Tokyo,,2020-04-20,-63,-21,-58,-58,-46,25
JP,Japan,Tokyo,,2020-04-21,-53,1,0,-56,-47,24
JP,Japan,Tokyo,,2020-04-22,-57,-7,-11,-58,-48,25
JP,Japan,Tokyo,,2020-04-23,-56,-5,-10,-58,-48,25
JP,Japan,Tokyo,,2020-04-24,-57,-3,-15,-57,-46,27
JP,Japan,Tokyo,,2020-04-25,-59,-8,-18,-60,-39,18
JP,Japan,Tokyo,,2020-04-26,-61,-11,-11,-65,-39,15
JP,Japan,Tottori,,2020-02-15,-3,6,21,-1,6,-1
JP,Japan,Tottori,,2020-02-16,-3,5,-18,-11,0,2
JP,Japan,Tottori,,2020-02-17,-6,0,-8,1,1,1
JP,Japan,Tottori,,2020-02-18,-13,-6,-16,-4,-2,3
JP,Japan,Tottori,,2020-02-19,1,3,18,7,0,0
JP,Japan,Tottori,,2020-02-20,4,2,13,5,1,0
JP,Japan,Tottori,,2020-02-21,0,4,17,8,1,0
JP,Japan,Tottori,,2020-02-22,-2,4,-6,3,-2,1
JP,Japan,Tottori,,2020-02-23,7,10,26,15,1,0
JP,Japan,Tottori,,2020-02-24,26,7,93,16,-55,14
JP,Japan,Tottori,,2020-02-25,0,9,6,3,1,0
JP,Japan,Tottori,,2020-02-26,1,5,7,4,1,1
JP,Japan,Tottori,,2020-02-27,0,4,1,-2,1,1
JP,Japan,Tottori,,2020-02-28,1,8,3,-12,2,1
JP,Japan,Tottori,,2020-02-29,-5,10,-23,-23,9,2
JP,Japan,Tottori,,2020-03-01,-2,12,-1,-22,5,2
JP,Japan,Tottori,,2020-03-02,-1,4,1,-17,0,2
JP,Japan,Tottori,,2020-03-03,0,9,11,-20,0,2
JP,Japan,Tottori,,2020-03-04,-3,3,1,-17,0,3
JP,Japan,Tottori,,2020-03-05,-4,5,-5,-20,-1,3
JP,Japan,Tottori,,2020-03-06,-3,5,21,-16,-2,3
JP,Japan,Tottori,,2020-03-07,-6,3,4,-21,1,3
JP,Japan,Tottori,,2020-03-08,-5,4,-19,-23,-2,4
JP,Japan,Tottori,,2020-03-09,-2,1,23,-12,-1,2
JP,Japan,Tottori,,2020-03-10,0,3,-10,-20,-4,4
JP,Japan,Tottori,,2020-03-11,2,3,8,-14,-1,3
JP,Japan,Tottori,,2020-03-12,4,6,38,-12,-1,2
JP,Japan,Tottori,,2020-03-13,1,3,22,-15,-2,3
JP,Japan,Tottori,,2020-03-14,-4,3,-28,-23,-6,5
